image_id,farm_id,crop,kind_type,growth_stage,date_captured,leaf,plant_body,temperature,humidity,co2,light,soil_temp,ec,ph,stem_length,leaf_cnt,leaf_width,leaf_length,stem_thick,fruit_weight
415663,AIF005,딸기,금실,정식기,2021-09-08 06:46:51,1,,21.0,92.0,508,,,,,38.0,7.0,8.7,13.3,12.8,
414588,AIF005,딸기,금실,정식기,2021-08-28 10:46:51,1,0.0,31.0,55.0,409,298.0,26.4,,,,,,,,
414764,AIF005,딸기,금실,정식기,2021-09-02 16:33:25,1,0.0,23.0,88.0,412,109.0,24.8,,,,,,,,
414208,AIF005,딸기,금실,정식기,2021-10-09 06:31:56,0,0.0,19.0,89.0,477,,,,,,,,,,
412763,AIF005,딸기,금실,정식기,2021-10-11 15:31:56,1,0.0,20.0,82.0,442,,,,,,,,,,
417918,AIF005,딸기,금실,정식기,2021-09-13 14:46:51,1,0.0,29.0,49.0,408,,,,,,,,,,
415703,AIF005,딸기,금실,정식기,2021-09-08 12:46:51,1,,31.0,44.0,396,,,,,43.0,6.0,9.7,12.9,14.9,
415360,AIF005,딸기,금실,정식기,2021-09-04 14:46:51,1,0.0,31.0,47.0,387,246.0,29.4,,,,,,,,
415837,AIF005,딸기,금실,정식기,2021-09-10 07:46:51,1,0.0,21.0,84.0,516,,,,,,,,,,
414176,AIF005,딸기,금실,정식기,2021-10-08 16:31:56,1,0.0,28.0,61.0,441,,,,,,,,,,
415241,AIF005,딸기,금실,정식기,2021-09-03 16:46:51,1,0.0,23.0,79.0,405,121.0,24.4,,,,,,,,
415564,AIF005,딸기,금실,정식기,2021-09-06 15:46:51,1,0.0,25.0,76.0,411,137.0,25.6,,,,,,,,
418054,AIF005,딸기,금실,출뢰기,2021-09-14 17:46:51,1,0.0,23.0,74.0,417,,,,,,,,,,
415689,AIF005,딸기,금실,정식기,2021-09-08 10:46:51,1,,29.0,55.0,420,,,,,43.0,6.0,9.7,12.9,14.9,
417964,AIF005,딸기,금실,출뢰기,2021-09-14 07:46:51,1,0.0,22.0,83.0,447,,,,,,,,,,
415593,AIF005,딸기,금실,정식기,2021-09-07 07:46:51,1,0.0,21.0,89.0,466,,,,,,,,,,
417607,AIF005,딸기,금실,정식기,2021-08-26 18:46:51,1,0.0,29.0,58.0,427,85.0,33.2,,,,,,,,
415317,AIF005,딸기,금실,정식기,2021-09-04 13:46:51,1,0.0,32.0,44.0,377,673.0,28.4,,,,,,,,
415747,AIF005,딸기,금실,정식기,2021-09-09 07:46:51,1,0.0,22.0,82.0,507,,,,,,,,,,
418146,AIF005,딸기,금실,출뢰기,2021-09-15 14:46:51,1,,22.0,80.0,439,,,,,43.0,7.0,10.4,13.3,14.9,
415481,AIF005,딸기,금실,정식기,2021-09-05 15:46:51,1,0.0,24.0,74.0,411,153.0,25.0,,,,,,,,
412651,AIF005,딸기,금실,정식기,2021-10-10 17:31:56,1,0.0,28.0,65.0,431,,,,,,,,,,
414870,AIF005,딸기,금실,정식기,2021-09-03 09:44:12,1,0.0,23.0,77.0,415,165.0,20.9,,,,,,,,
415614,AIF005,딸기,금실,정식기,2021-09-07 11:46:51,1,0.0,26.0,71.0,424,,,,,,,,,,
412581,AIF005,딸기,금실,정식기,2021-10-10 10:31:56,1,0.0,30.0,55.0,429,,,,,,,,,,
414793,AIF005,딸기,금실,정식기,2021-09-02 17:03:07,1,0.0,23.0,88.0,426,117.0,24.6,,,,,,,,
417708,AIF005,딸기,금실,출뢰기,2021-09-11 15:46:51,1,0.0,35.0,39.0,387,,,,,,,,,,
418107,AIF005,딸기,금실,출뢰기,2021-09-15 08:46:51,1,,22.0,80.0,439,,,,,43.0,7.0,10.4,13.3,14.9,
414601,AIF005,딸기,금실,정식기,2021-08-28 12:46:51,1,0.0,33.0,43.0,378,298.0,29.0,,,,,,,,
420400,AIF005,딸기,금실,정식기,2021-09-02 17:33:31,1,0.0,23.0,90.0,419,97.0,24.4,,,,,,,,
420115,AIF005,딸기,금실,출뢰기,2021-09-11 06:46:51,0,0.0,20.0,82.0,499,,,,,,,,,,
414763,AIF005,딸기,금실,정식기,2021-09-02 16:33:25,1,0.0,23.0,88.0,412,109.0,24.8,,,,,,,,
415871,AIF005,딸기,금실,출뢰기,2021-09-10 12:46:51,1,0.0,25.0,68.0,448,,,,,,,,,,
415141,AIF005,딸기,금실,정식기,2021-09-03 10:46:51,1,0.0,24.0,73.0,409,194.0,21.7,,,,,,,,
415125,AIF005,딸기,금실,정식기,2021-09-03 09:58:13,1,0.0,22.0,79.0,419,173.0,21.1,,,,,,,,
415430,AIF005,딸기,금실,정식기,2021-09-05 08:46:51,1,0.0,25.0,60.0,422,246.0,21.2,,,,,,,,
415563,AIF005,딸기,금실,정식기,2021-09-06 15:46:51,1,0.0,25.0,76.0,411,137.0,25.6,,,,,,,,
414722,AIF005,딸기,금실,정식기,2021-08-29 13:46:51,1,0.0,27.0,77.0,429,89.0,,,,,,,,,
414688,AIF005,딸기,금실,정식기,2021-08-29 09:46:51,1,0.0,28.0,77.0,413,222.0,,,,,,,,,
414667,AIF005,딸기,금실,정식기,2021-08-29 06:46:51,1,0.0,24.0,86.0,534,101.0,,,,,,,,,
415753,AIF005,딸기,금실,정식기,2021-09-09 08:46:51,1,0.0,26.0,67.0,459,,,,,,,,,,
415308,AIF005,딸기,금실,정식기,2021-09-04 12:46:51,1,0.0,30.0,50.0,395,343.0,27.2,,,,,,,,
414879,AIF005,딸기,금실,정식기,2021-09-03 09:44:37,1,0.0,23.0,77.0,415,165.0,20.9,,,,,,,,
417620,AIF005,딸기,금실,정식기,2021-08-27 07:46:51,0,0.0,23.0,86.0,518,93.0,22.4,,,,,,,,
415641,AIF005,딸기,금실,정식기,2021-09-07 15:46:51,1,0.0,25.0,78.0,418,,,,,,,,,,
414316,AIF005,딸기,금실,정식기,2021-10-09 15:31:56,1,0.0,33.0,45.0,395,,,,,,,,,,
417739,AIF005,딸기,금실,정식기,2021-09-12 06:46:51,1,0.0,20.0,83.0,511,,,,,,,,,,
415704,AIF005,딸기,금실,정식기,2021-09-08 12:46:51,1,,31.0,44.0,396,,,,,37.5,7.0,9.0,12.6,11.4,
415535,AIF005,딸기,금실,정식기,2021-09-06 11:46:51,1,0.0,27.0,68.0,409,250.0,24.0,,,,,,,,
417764,AIF005,딸기,금실,출뢰기,2021-09-12 08:46:51,1,0.0,25.0,76.0,474,,,,,,,,,,
415759,AIF005,딸기,금실,출뢰기,2021-09-09 09:46:51,1,0.0,27.0,61.0,432,,,,,,,,,,
414518,AIF005,딸기,금실,정식기,2021-08-28 06:46:51,1,0.0,23.0,83.0,455,93.0,23.0,,,,,,,,
414682,AIF005,딸기,금실,정식기,2021-08-29 08:46:51,1,0.0,27.0,79.0,460,165.0,,,,,,,,,
415551,AIF005,딸기,금실,정식기,2021-09-06 13:46:51,1,0.0,25.0,72.0,420,161.0,25.5,,,,,,,,
415302,AIF005,딸기,금실,정식기,2021-09-04 11:46:51,1,0.0,29.0,51.0,402,306.0,26.3,,,,,,,,
415494,AIF005,딸기,금실,정식기,2021-09-05 17:46:51,1,0.0,23.0,70.0,417,105.0,24.7,,,,,,,,
414913,AIF005,딸기,금실,정식기,2021-09-03 09:51:50,1,0.0,22.0,79.0,417,153.0,21.0,,,,,,,,
414356,AIF005,딸기,금실,정식기,2021-10-10 06:31:56,0,0.0,19.0,90.0,513,,,,,,,,,,
417779,AIF005,딸기,금실,정식기,2021-09-12 10:46:51,1,0.0,30.0,55.0,424,,,,,,,,,,
412847,AIF005,딸기,금실,정식기,2021-10-10 08:31:56,0,0.0,22.0,83.0,494,,,,,,,,,,
241627,AIF005,딸기,금실,정식기,2021-08-26 15:46:51,1,0.0,36.0,41.0,415,173.0,33.6,,,,,,,,
413997,AIF005,딸기,금실,정식기,2021-10-07 15:31:56,0,0.0,28.0,53.0,446,,,,,,,,,,
414053,AIF005,딸기,금실,정식기,2021-10-07 17:31:56,0,0.0,26.0,59.0,0,,,,,,,,,,
417702,AIF005,딸기,금실,정식기,2021-09-11 14:46:51,1,0.0,34.0,40.0,398,,,,,,,,,,
417924,AIF005,딸기,금실,출뢰기,2021-09-13 15:46:51,1,0.0,29.0,50.0,410,,,,,,,,,,
418048,AIF005,딸기,금실,정식기,2021-09-14 16:46:51,1,0.0,23.0,74.0,410,,,,,,,,,,
415380,AIF005,딸기,금실,정식기,2021-09-05 06:46:51,1,0.0,20.0,76.0,465,93.0,19.7,,,,,,,,
417861,AIF005,딸기,금실,출뢰기,2021-09-13 06:46:51,1,0.0,21.0,85.0,506,,,,,,,,,,
415626,AIF005,딸기,금실,정식기,2021-09-07 13:46:51,1,0.0,25.0,76.0,419,,,,,,,,,,
414907,AIF005,딸기,금실,정식기,2021-09-03 09:46:26,1,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
415683,AIF005,딸기,금실,정식기,2021-09-08 09:46:51,1,,27.0,62.0,440,,,,,37.5,7.0,9.0,12.6,11.4,
414507,AIF005,딸기,금실,정식기,2021-08-27 17:46:51,1,0.0,30.0,69.0,408,133.0,31.5,,,,,,,,
415816,AIF005,딸기,금실,정식기,2021-09-09 16:46:51,1,0.0,30.0,56.0,397,,,,,,,,,,
414157,AIF005,딸기,금실,정식기,2021-10-08 15:31:56,1,0.0,28.0,55.0,433,,,,,,,,,,
417939,AIF005,딸기,금실,정식기,2021-09-13 17:46:51,1,0.0,26.0,57.0,423,,,,,,,,,,
415493,AIF005,딸기,금실,정식기,2021-09-05 17:46:51,1,0.0,23.0,70.0,417,105.0,24.7,,,,,,,,
415359,AIF005,딸기,금실,정식기,2021-09-04 14:46:51,1,0.0,31.0,47.0,387,246.0,29.4,,,,,,,,
415885,AIF005,딸기,금실,출뢰기,2021-09-10 14:46:51,1,0.0,31.0,47.0,436,,,,,,,,,,
414636,AIF005,딸기,금실,정식기,2021-08-28 17:46:51,1,0.0,29.0,65.0,451,109.0,,,,,,,,,
418130,AIF005,딸기,금실,출뢰기,2021-09-15 10:46:51,1,,22.0,80.0,439,,,,,43.0,7.0,10.4,13.3,14.9,
414810,AIF005,딸기,금실,정식기,2021-09-02 17:08:06,1,0.0,23.0,87.0,422,109.0,24.6,,,,,,,,
415647,AIF005,딸기,금실,정식기,2021-09-07 16:46:51,1,0.0,25.0,81.0,424,,,,,,,,,,
415635,AIF005,딸기,금실,정식기,2021-09-07 14:46:51,1,0.0,25.0,78.0,414,,,,,,,,,,
414248,AIF005,딸기,금실,정식기,2021-10-09 10:31:56,1,0.0,32.0,48.0,408,,,,,,,,,,
415190,AIF005,딸기,금실,정식기,2021-09-03 13:46:51,1,0.0,25.0,72.0,407,254.0,24.0,,,,,,,,
415508,AIF005,딸기,금실,정식기,2021-09-06 07:46:51,1,0.0,22.0,76.0,464,101.0,20.1,,,,,,,,
415738,AIF005,딸기,금실,출뢰기,2021-09-09 06:46:51,1,0.0,20.0,85.0,523,,,,,,,,,,
414579,AIF005,딸기,금실,정식기,2021-08-28 09:46:51,1,0.0,28.0,66.0,438,177.0,25.3,,,,,,,,
420095,AIF005,딸기,금실,정식기,2021-09-11 10:46:51,0,0.0,30.0,55.0,430,,,,,,,,,,
418013,AIF005,딸기,금실,정식기,2021-09-14 11:46:51,1,0.0,26.0,70.0,410,,,,,,,,,,
414899,AIF005,딸기,금실,정식기,2021-09-03 09:45:53,1,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
414715,AIF005,딸기,금실,정식기,2021-08-29 12:46:51,1,0.0,31.0,63.0,390,177.0,,,,,,,,,
415530,AIF005,딸기,금실,정식기,2021-09-06 10:46:51,1,0.0,27.0,66.0,412,238.0,23.1,,,,,,,,
414607,AIF005,딸기,금실,정식기,2021-08-28 13:46:51,1,0.0,36.0,37.0,376,282.0,30.4,,,,,,,,
417882,AIF005,딸기,금실,출뢰기,2021-09-13 09:46:51,1,0.0,27.0,62.0,435,,,,,,,,,,
415153,AIF005,딸기,금실,정식기,2021-09-03 12:46:51,1,0.0,24.0,74.0,407,161.0,23.6,,,,,,,,
415676,AIF005,딸기,금실,정식기,2021-09-08 08:46:51,1,,24.0,82.0,471,,,,,37.5,7.0,9.0,12.6,11.4,
414858,AIF005,딸기,금실,정식기,2021-09-02 17:30:34,1,0.0,23.0,89.0,416,101.0,24.4,,,,,,,,
415119,AIF005,딸기,금실,정식기,2021-09-03 09:57:49,1,0.0,22.0,79.0,419,173.0,21.1,,,,,,,,
420122,AIF005,딸기,금실,정식기,2021-09-06 16:46:51,1,0.0,25.0,78.0,418,129.0,25.2,,,,,,,,
414884,AIF005,딸기,금실,정식기,2021-09-03 09:45:02,1,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
414492,AIF005,딸기,금실,정식기,2021-08-27 16:46:51,1,0.0,30.0,64.0,399,133.0,33.0,,,,,,,,
415000,AIF005,딸기,금실,정식기,2021-09-03 09:54:51,1,0.0,22.0,79.0,420,157.0,21.0,,,,,,,,
415725,AIF005,딸기,금실,정식기,2021-09-08 15:46:51,1,,30.0,46.0,397,,,,,37.5,7.0,9.0,12.6,11.4,
415542,AIF005,딸기,금실,정식기,2021-09-06 12:46:51,1,0.0,28.0,58.0,412,278.0,24.8,,,,,,,,
414754,AIF005,딸기,금실,정식기,2021-08-29 14:46:51,1,0.0,30.0,66.0,410,181.0,,,,,,,,,
415515,AIF005,딸기,금실,정식기,2021-09-06 08:46:51,1,0.0,24.0,71.0,432,153.0,21.2,,,,,,,,
420067,AIF005,딸기,금실,정식기,2021-09-11 13:46:51,1,0.0,35.0,38.0,388,,,,,,,,,,
414384,AIF005,딸기,금실,정식기,2021-08-27 11:26:47,1,0.0,31.0,63.0,414,270.0,27.9,,,,,,,,
415549,AIF005,딸기,금실,정식기,2021-09-06 13:46:51,1,0.0,25.0,72.0,420,161.0,25.5,,,,,,,,
420088,AIF005,딸기,금실,정식기,2021-09-11 09:46:51,1,0.0,25.0,70.0,451,,,,,,,,,,
417827,AIF005,딸기,금실,출뢰기,2021-09-12 14:46:51,1,0.0,33.0,45.0,381,,,,,,,,,,
414703,AIF005,딸기,금실,정식기,2021-08-29 11:46:51,1,0.0,33.0,58.0,385,758.0,,,,,,,,,
414979,AIF005,딸기,금실,정식기,2021-09-03 09:54:25,1,0.0,22.0,79.0,421,161.0,21.0,,,,,,,,
417656,AIF005,딸기,금실,정식기,2021-08-27 13:46:51,1,0.0,36.0,49.0,367,488.0,32.3,,,,,,,,
414580,AIF005,딸기,금실,정식기,2021-08-28 09:46:51,1,0.0,28.0,66.0,438,177.0,25.3,,,,,,,,
417889,AIF005,딸기,금실,출뢰기,2021-09-13 10:46:51,1,0.0,29.0,51.0,417,,,,,,,,,,
414812,AIF005,딸기,금실,정식기,2021-09-02 17:08:06,1,0.0,23.0,87.0,422,109.0,24.6,,,,,,,,
414541,AIF005,딸기,금실,정식기,2021-08-28 07:46:51,1,0.0,24.0,81.0,454,97.0,23.5,,,,,,,,
415295,AIF005,딸기,금실,정식기,2021-09-04 09:46:51,1,0.0,28.0,56.0,409,218.0,22.9,,,,,,,,
414892,AIF005,딸기,금실,정식기,2021-09-03 09:45:28,0,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
412616,AIF005,딸기,금실,정식기,2021-10-10 15:31:56,1,0.0,33.0,49.0,405,,,,,,,,,,
414886,AIF005,딸기,금실,정식기,2021-09-03 09:45:02,1,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
415578,AIF005,딸기,금실,정식기,2021-09-06 17:46:51,1,0.0,24.0,80.0,416,101.0,25.2,,,,,,,,
415002,AIF005,딸기,금실,정식기,2021-09-03 09:54:51,1,0.0,22.0,79.0,420,157.0,21.0,,,,,,,,
417904,AIF005,딸기,금실,정식기,2021-09-13 12:46:51,1,0.0,30.0,49.0,407,,,,,,,,,,
412840,AIF005,딸기,금실,정식기,2021-10-12 15:31:56,1,0.0,17.0,81.0,445,,,,,,,,,,
414644,AIF005,딸기,금실,정식기,2021-08-28 18:46:51,1,0.0,28.0,71.0,433,81.0,,,,,,,,,
415606,AIF005,딸기,금실,정식기,2021-09-07 09:46:51,1,0.0,23.0,78.0,440,,,,,,,,,,
418034,AIF005,딸기,금실,정식기,2021-09-14 14:46:51,1,0.0,23.0,75.0,413,,,,,,,,,,
415256,AIF005,딸기,금실,정식기,2021-09-04 06:46:51,1,0.0,21.0,77.0,462,101.0,19.5,,,,,,,,
414081,AIF005,딸기,금실,정식기,2021-10-08 11:31:56,1,0.0,28.0,62.0,439,,,,,,,,,,
414778,AIF005,딸기,금실,정식기,2021-09-02 16:48:07,1,0.0,23.0,88.0,413,109.0,24.7,,,,,,,,
415836,AIF005,딸기,금실,출뢰기,2021-09-10 07:46:51,1,0.0,21.0,84.0,516,,,,,,,,,,
414717,AIF005,딸기,금실,정식기,2021-08-29 12:46:51,1,0.0,31.0,63.0,390,177.0,,,,,,,,,
415628,AIF005,딸기,금실,정식기,2021-09-07 13:46:51,1,0.0,25.0,76.0,419,,,,,,,,,,
412694,AIF005,딸기,금실,정식기,2021-10-11 10:31:56,1,0.0,21.0,83.0,454,,,,,,,,,,
418147,AIF005,딸기,금실,정식기,2021-09-15 14:46:51,1,,22.0,80.0,439,,,,,26.5,7.0,9.0,12.0,12.0,
417932,AIF005,딸기,금실,정식기,2021-09-13 16:46:51,1,0.0,28.0,53.0,417,,,,,,,,,,
418055,AIF005,딸기,금실,정식기,2021-09-14 17:46:51,1,0.0,23.0,74.0,417,,,,,,,,,,
417965,AIF005,딸기,금실,정식기,2021-09-14 07:46:51,1,0.0,22.0,83.0,447,,,,,,,,,,
414600,AIF005,딸기,금실,정식기,2021-08-28 12:46:51,1,0.0,33.0,43.0,378,298.0,29.0,,,,,,,,
417709,AIF005,딸기,금실,정식기,2021-09-11 15:46:51,1,0.0,35.0,39.0,387,,,,,,,,,,
415857,AIF005,딸기,금실,출뢰기,2021-09-10 10:46:51,1,0.0,24.0,79.0,497,,,,,,,,,,
414263,AIF005,딸기,금실,정식기,2021-10-09 11:31:56,1,0.0,35.0,42.0,400,,,,,,,,,,
415787,AIF005,딸기,금실,출뢰기,2021-09-09 12:46:51,1,0.0,32.0,45.0,392,,,,,,,,,,
414234,AIF005,딸기,금실,정식기,2021-10-09 08:31:56,0,0.0,24.0,75.0,454,,,,,,,,,,
414934,AIF005,딸기,금실,정식기,2021-09-03 09:53:08,1,0.0,22.0,79.0,418,153.0,21.0,,,,,,,,
415075,AIF005,딸기,금실,정식기,2021-09-03 09:56:34,1,0.0,22.0,79.0,418,161.0,21.0,,,,,,,,
415425,AIF005,딸기,금실,정식기,2021-09-05 07:46:51,1,0.0,22.0,76.0,463,109.0,20.1,,,,,,,,
415649,AIF005,딸기,금실,정식기,2021-09-07 16:46:51,1,0.0,25.0,81.0,424,,,,,,,,,,
415718,AIF005,딸기,금실,정식기,2021-09-08 14:46:51,1,,33.0,38.0,386,,,,,37.5,7.0,9.0,12.6,11.4,
417903,AIF005,딸기,금실,출뢰기,2021-09-13 12:46:51,1,0.0,30.0,49.0,407,,,,,,,,,,
414505,AIF005,딸기,금실,정식기,2021-08-27 17:46:51,1,0.0,30.0,69.0,408,133.0,31.5,,,,,,,,
415431,AIF005,딸기,금실,정식기,2021-09-05 08:46:51,1,0.0,25.0,60.0,422,246.0,21.2,,,,,,,,
414856,AIF005,딸기,금실,정식기,2021-09-02 17:30:34,1,0.0,23.0,89.0,416,101.0,24.4,,,,,,,,
418033,AIF005,딸기,금실,출뢰기,2021-09-14 14:46:51,1,0.0,23.0,75.0,413,,,,,,,,,,
417772,AIF005,딸기,금실,정식기,2021-09-12 09:46:51,1,0.0,28.0,59.0,451,,,,,,,,,,
415139,AIF005,딸기,금실,정식기,2021-09-03 10:46:51,1,0.0,24.0,73.0,409,194.0,21.7,,,,,,,,
417621,AIF005,딸기,금실,정식기,2021-08-27 07:46:51,1,0.0,23.0,86.0,518,93.0,22.4,,,,,,,,
420102,AIF005,딸기,금실,정식기,2021-09-11 11:46:51,0,0.0,32.0,49.0,409,,,,,,,,,,
415309,AIF005,딸기,금실,정식기,2021-09-04 12:46:51,1,0.0,30.0,50.0,395,343.0,27.2,,,,,,,,
417738,AIF005,딸기,금실,출뢰기,2021-09-12 06:46:51,1,0.0,20.0,83.0,511,,,,,,,,,,
414609,AIF005,딸기,금실,정식기,2021-08-28 13:46:51,1,0.0,36.0,37.0,376,282.0,30.4,,,,,,,,
415752,AIF005,딸기,금실,출뢰기,2021-09-09 08:46:51,1,0.0,26.0,67.0,459,,,,,,,,,,
414689,AIF005,딸기,금실,정식기,2021-08-29 09:46:51,1,0.0,28.0,77.0,413,222.0,,,,,,,,,
414520,AIF005,딸기,금실,정식기,2021-08-28 06:46:51,1,0.0,23.0,83.0,455,93.0,23.0,,,,,,,,
414905,AIF005,딸기,금실,정식기,2021-09-03 09:46:26,1,0.0,23.0,77.0,416,165.0,20.9,,,,,,,,
414723,AIF005,딸기,금실,정식기,2021-08-29 13:46:51,0,0.0,27.0,77.0,429,89.0,,,,,,,,,
418161,AIF005,딸기,금실,출뢰기,2021-09-15 16:46:51,1,,22.0,80.0,439,,,,,43.0,7.0,10.4,13.3,14.9,
414872,AIF005,딸기,금실,정식기,2021-09-03 09:44:12,1,0.0,23.0,77.0,415,165.0,20.9,,,,,,,,
415133,AIF005,딸기,금실,정식기,2021-09-03 09:58:38,1,0.0,22.0,79.0,419,173.0,21.1,,,,,,,,
420108,AIF005,딸기,금실,출뢰기,2021-09-11 07:46:51,1,0.0,21.0,84.0,491,,,,,,,,,,
418078,AIF005,딸기,금실,정식기,2021-09-15 06:46:51,1,,22.0,80.0,439,,,,,26.5,7.0,9.0,12.0,12.0,
414791,AIF005,딸기,금실,정식기,2021-09-02 17:03:07,1,0.0,23.0,88.0,426,117.0,24.6,,,,,,,,
417732,AIF005,딸기,금실,정식기,2021-09-11 17:46:51,1,0.0,35.0,40.0,391,,,,,,,,,,
415367,AIF005,딸기,금실,정식기,2021-09-04 15:46:51,1,0.0,31.0,48.0,393,246.0,29.4,,,,,,,,
417765,AIF005,딸기,금실,정식기,2021-09-12 08:46:51,1,0.0,25.0,76.0,474,,,,,,,,,,
414519,AIF005,딸기,금실,정식기,2021-08-28 06:46:51,0,0.0,23.0,83.0,455,93.0,23.0,,,,,,,,
415522,AIF005,딸기,금실,정식기,2021-09-06 09:46:51,1,0.0,24.0,69.0,419,173.0,22.3,,,,,,,,
414695,AIF005,딸기,금실,정식기,2021-08-29 10:46:51,1,0.0,30.0,68.0,400,177.0,,,,,,,,,
415591,AIF005,딸기,금실,정식기,2021-09-07 07:46:51,1,0.0,21.0,89.0,466,,,,,,,,,,
414921,AIF005,딸기,금실,정식기,2021-09-03 09:52:16,1,0.0,22.0,79.0,417,153.0,21.0,,,,,,,,
415315,AIF005,딸기,금실,정식기,2021-09-04 13:46:51,1,0.0,32.0,44.0,377,673.0,28.4,,,,,,,,
415745,AIF005,딸기,금실,출뢰기,2021-09-09 07:46:51,1,0.0,22.0,82.0,507,,,,,,,,,,
417778,AIF005,딸기,금실,출뢰기,2021-09-12 10:46:51,1,0.0,30.0,55.0,424,,,,,,,,,,
414912,AIF005,딸기,금실,정식기,2021-09-03 09:51:50,1,0.0,22.0,79.0,417,153.0,21.0,,,,,,,,
420372,AIF005,딸기,금실,정식기,2021-09-03 09:43:46,1,0.0,23.0,78.0,418,165.0,20.9,,,,,,,,
412861,AIF005,딸기,금실,정식기,2021-10-07 11:31:56,0,0.0,30.0,46.0,425,,,,,,,,,,
417925,AIF005,딸기,금실,정식기,2021-09-13 15:46:51,1,0.0,29.0,50.0,410,,,,,,,,,,
414370,AIF005,딸기,금실,정식기,2021-10-10 07:31:56,1,0.0,20.0,88.0,514,,,,,,,,,,
415047,AIF005,딸기,금실,정식기,2021-09-03 09:55:43,1,0.0,22.0,79.0,420,157.0,21.0,,,,,,,,
415627,AIF005,딸기,금실,정식기,2021-09-07 13:46:51,1,0.0,25.0,76.0,419,,,,,,,,,,
415801,AIF005,딸기,금실,출뢰기,2021-09-09 14:46:51,1,0.0,31.0,46.0,395,,,,,,,,,,
417938,AIF005,딸기,금실,출뢰기,2021-09-13 17:46:51,1,0.0,26.0,57.0,423,,,,,,,,,,
415373,AIF005,딸기,금실,정식기,2021-09-04 17:46:51,1,0.0,27.0,60.0,414,121.0,28.8,,,,,,,,
414586,AIF005,딸기,금실,정식기,2021-08-28 10:46:51,1,0.0,31.0,55.0,409,298.0,26.4,,,,,,,,
417876,AIF005,딸기,금실,정식기,2021-09-13 08:46:51,1,0.0,25.0,73.0,456,,,,,,,,,,
415682,AIF005,딸기,금실,정식기,2021-09-08 09:46:51,1,,27.0,62.0,440,,,,,43.0,6.0,9.7,12.9,14.9,
415774,AIF005,딸기,금실,정식기,2021-09-09 11:46:51,1,0.0,29.0,53.0,420,,,,,,,,,,
415127,AIF005,딸기,금실,정식기,2021-09-03 09:58:13,1,0.0,22.0,79.0,419,173.0,21.1,,,,,,,,
415432,AIF005,딸기,금실,정식기,2021-09-05 08:46:51,1,0.0,25.0,60.0,422,246.0,21.2,,,,,,,,
